Jugada,1,2,3,4,5,Diferencial,Tipus de jugada,Èxit/No Èxit,Punts,Quart,Clutch-time,Rival,Terreny,Competició
983,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Sanli,15,3,1,2,4,0,ASVEL,Visitant,Eurolliga
984,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Sanli,15,3,1,3,4,0,ASVEL,Visitant,Eurolliga
985,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Sanli,18,2,1,3,4,0,ASVEL,Visitant,Eurolliga
986,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Sanli,21,2,1,2,4,0,ASVEL,Visitant,Eurolliga
987,Laprovittola,Kuric,Hayes-Davis,Smits,Sanli,21,2,1,0,4,0,ASVEL,Visitant,Eurolliga
988,Laprovittola,Kuric,Hayes-Davis,Smits,Sanli,21,3,0,0,4,0,ASVEL,Visitant,Eurolliga
989,Laprovittola,Kuric,Hayes-Davis,Smits,Sanli,21,4,0,0,4,0,ASVEL,Visitant,Eurolliga
990,Laprovittola,Kuric,Hayes-Davis,Smits,Sanli,21,1,0,0,4,0,ASVEL,Visitant,Eurolliga
991,Laprovittola,Kuric,Hayes-Davis,Smits,Sanli,21,4,1,0,4,0,ASVEL,Visitant,Eurolliga
992,Jokubaitis,Kuric,Hayes-Davis,Smits,Sanli,21,2,1,2,4,0,ASVEL,Visitant,Eurolliga
993,Jokubaitis,Kuric,Hayes-Davis,Smits,Sanli,23,2,0,0,4,0,ASVEL,Visitant,Eurolliga
994,Jokubaitis,Caicedo,Hayes-Davis,Oriola,Sanli,20,3,0,0,4,0,ASVEL,Visitant,Eurolliga
995,Jokubaitis,Caicedo,Hayes-Davis,Oriola,Sanli,20,1,0,0,4,0,ASVEL,Visitant,Eurolliga
996,Jokubaitis,Caicedo,Martinez,Oriola,Sanli,20,2,1,0,4,0,ASVEL,Visitant,Eurolliga
997,Jokubaitis,Caicedo,Martinez,Oriola,Sanli,20,3,1,2,4,0,ASVEL,Visitant,Eurolliga
998,Ubal,Caicedo,Martinez,Oriola,Sanli,22,2,0,0,4,0,ASVEL,Visitant,Eurolliga
999,Ubal,Caicedo,Martinez,Oriola,Sanli,22,1,0,0,4,0,ASVEL,Visitant,Eurolliga
1000,Ubal,Caicedo,Martinez,Oriola,Sanli,19,2,0,0,4,0,ASVEL,Visitant,Eurolliga
1001,Ubal,Caicedo,Martinez,Oriola,Sanli,19,2,1,0,4,0,ASVEL,Visitant,Eurolliga
1002,Ubal,Caicedo,Martinez,Oriola,Sanli,19,3,1,0,4,0,ASVEL,Visitant,Eurolliga
1003,Ubal,Caicedo,Martinez,Oriola,Sanli,19,4,0,0,4,0,ASVEL,Visitant,Eurolliga
1004,Ubal,Caicedo,Martinez,Oriola,Sanli,16,2,1,0,4,0,ASVEL,Visitant,Eurolliga
1005,Ubal,Caicedo,Martinez,Oriola,Sanli,16,4,0,0,4,0,ASVEL,Visitant,Eurolliga
1006,Ubal,Caicedo,Martinez,Oriola,Sanli,16,5,1,2,4,0,ASVEL,Visitant,Eurolliga
1007,Ubal,Caicedo,Martinez,Oriola,Sanli,18,5,1,2,4,0,ASVEL,Visitant,Eurolliga
1008,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,-2,2,1,2,1,0,Zalgiris,Local,Eurolliga
1009,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,-2,1,1,1,1,0,Zalgiris,Local,Eurolliga
1010,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,-1,4,1,2,1,0,Zalgiris,Local,Eurolliga
1011,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,-1,2,0,0,1,0,Zalgiris,Local,Eurolliga
1012,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,-1,2,0,0,1,0,Zalgiris,Local,Eurolliga
1013,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,-1,1,0,0,1,0,Zalgiris,Local,Eurolliga
1014,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,-4,4,0,0,1,0,Zalgiris,Local,Eurolliga
1015,Jokubaitis,Kuric,Hayes-Davis,Mirotic,Sanli,-6,3,1,3,1,0,Zalgiris,Local,Eurolliga
1016,Jokubaitis,Kuric,Hayes-Davis,Mirotic,Sanli,-5,4,0,0,1,0,Zalgiris,Local,Eurolliga
1017,Jokubaitis,Kuric,Hayes-Davis,Mirotic,Sanli,-5,2,1,3,1,0,Zalgiris,Local,Eurolliga
1018,Jokubaitis,Kuric,Hayes-Davis,Mirotic,Sanli,-4,2,1,3,1,0,Zalgiris,Local,Eurolliga
1019,Jokubaitis,Kuric,Hayes-Davis,Mirotic,Oriola,-1,4,1,2,1,0,Zalgiris,Local,Eurolliga
1020,Jokubaitis,Kuric,Hayes-Davis,Mirotic,Oriola,1,5,1,0,1,0,Zalgiris,Local,Eurolliga
1021,Jokubaitis,Kuric,Martinez,Mirotic,Oriola,1,2,1,0,1,0,Zalgiris,Local,Eurolliga
1022,Jokubaitis,Kuric,Martinez,Mirotic,Oriola,1,2,0,0,1,0,Zalgiris,Local,Eurolliga
1023,Jokubaitis,Kuric,Martinez,Mirotic,Oriola,1,3,1,0,1,0,Zalgiris,Local,Eurolliga
1024,Jokubaitis,Kuric,Martinez,Mirotic,Oriola,1,2,1,2,1,0,Zalgiris,Local,Eurolliga
1025,Jokubaitis,Caicedo,Martinez,Mirotic,Oriola,1,2,1,2,1,0,Zalgiris,Local,Eurolliga
1026,Jokubaitis,Caicedo,Martinez,Mirotic,Oriola,3,4,0,0,1,0,Zalgiris,Local,Eurolliga
1027,Jokubaitis,Caicedo,Martinez,Smits,Oriola,3,2,1,2,1,0,Zalgiris,Local,Eurolliga
1028,Jokubaitis,Laprovittola,Kuric,Mirotic,Oriola,5,2,1,2,1,0,Zalgiris,Local,Eurolliga
1029,Jokubaitis,Laprovittola,Martinez,Smits,Oriola,7,2,0,0,2,0,Zalgiris,Local,Eurolliga
1030,Jokubaitis,Laprovittola,Martinez,Smits,Oriola,7,4,1,2,2,0,Zalgiris,Local,Eurolliga
1031,Jokubaitis,Laprovittola,Martinez,Smits,Oriola,7,2,1,3,2,0,Zalgiris,Local,Eurolliga
1032,Jokubaitis,Laprovittola,Martinez,Smits,Oriola,8,4,1,0,2,0,Zalgiris,Local,Eurolliga
1033,Jokubaitis,Laprovittola,Martinez,Smits,Oriola,8,4,0,0,2,0,Zalgiris,Local,Eurolliga
1034,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Oriola,6,4,1,0,2,0,Zalgiris,Local,Eurolliga
1035,Jokubaitis,Kuric,Hayes-Davis,Smits,Oriola,6,2,1,0,2,0,Zalgiris,Local,Eurolliga
1036,Jokubaitis,Kuric,Hayes-Davis,Smits,Oriola,6,3,1,3,2,0,Zalgiris,Local,Eurolliga
1037,Jokubaitis,Kuric,Hayes-Davis,Smits,Oriola,9,4,1,2,2,0,Zalgiris,Local,Eurolliga
1038,Laprovittola,Kuric,Hayes-Davis,Smits,Oriola,9,3,0,0,2,0,Zalgiris,Local,Eurolliga
1039,Laprovittola,Kuric,Hayes-Davis,Smits,Oriola,9,1,1,2,2,0,Zalgiris,Local,Eurolliga
1040,Laprovittola,Kuric,Hayes-Davis,Smits,Oriola,9,3,0,0,2,0,Zalgiris,Local,Eurolliga
1041,Laprovittola,Kuric,Hayes-Davis,Smits,Oriola,9,2,1,2,2,0,Zalgiris,Local,Eurolliga
1042,Laprovittola,Kuric,Hayes-Davis,Smits,Oriola,11,2,1,2,2,0,Zalgiris,Local,Eurolliga
1043,Laprovittola,Martinez,Hayes-Davis,Smits,Oriola,13,4,1,2,2,0,Zalgiris,Local,Eurolliga
1044,Laprovittola,Martinez,Hayes-Davis,Smits,Oriola,15,5,1,2,2,0,Zalgiris,Local,Eurolliga
1045,Laprovittola,Martinez,Hayes-Davis,Smits,Oriola,14,4,1,3,2,0,Zalgiris,Local,Eurolliga
1046,Jokubaitis,Laprovittola,Hayes-Davis,Mirotic,Oriola,14,2,1,3,2,0,Zalgiris,Local,Eurolliga
1047,Jokubaitis,Laprovittola,Hayes-Davis,Mirotic,Oriola,17,1,1,0,2,0,Zalgiris,Local,Eurolliga
1048,Jokubaitis,Laprovittola,Hayes-Davis,Mirotic,Oriola,14,2,1,2,2,0,Zalgiris,Local,Eurolliga
1049,Jokubaitis,Laprovittola,Hayes-Davis,Mirotic,Oriola,14,2,0,0,2,0,Zalgiris,Local,Eurolliga
1050,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,14,2,1,0,3,0,Zalgiris,Local,Eurolliga
1051,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,12,3,1,3,3,0,Zalgiris,Local,Eurolliga
1052,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,13,2,1,0,3,0,Zalgiris,Local,Eurolliga
1053,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,11,1,1,3,3,0,Zalgiris,Local,Eurolliga
1054,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,12,2,1,0,3,0,Zalgiris,Local,Eurolliga
1055,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,12,3,1,2,3,0,Zalgiris,Local,Eurolliga
1056,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,12,1,1,2,3,0,Zalgiris,Local,Eurolliga
1057,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,11,2,1,2,3,0,Zalgiris,Local,Eurolliga
1058,Laprovittola,Kuric,Hayes-Davis,Mirotic,Oriola,14,3,1,0,3,0,Zalgiris,Local,Eurolliga
1059,Laprovittola,Kuric,Hayes-Davis,Mirotic,Oriola,14,4,1,1,3,0,Zalgiris,Local,Eurolliga
1060,Jokubaitis,Kuric,Hayes-Davis,Smits,Oriola,13,1,0,0,3,0,Zalgiris,Local,Eurolliga
1061,Jokubaitis,Kuric,Hayes-Davis,Smits,Oriola,12,4,0,0,3,0,Zalgiris,Local,Eurolliga
1062,Jokubaitis,Kuric,Hayes-Davis,Smits,Oriola,12,4,0,0,3,0,Zalgiris,Local,Eurolliga
1063,Jokubaitis,Kuric,Martinez,Smits,Oriola,11,2,1,2,3,0,Zalgiris,Local,Eurolliga
1064,Jokubaitis,Laprovittola,Martinez,Smits,Oriola,13,2,0,0,3,0,Zalgiris,Local,Eurolliga
1065,Jokubaitis,Laprovittola,Martinez,Smits,Oriola,13,5,1,3,3,0,Zalgiris,Local,Eurolliga
1066,Jokubaitis,Laprovittola,Martinez,Smits,Oriola,16,4,1,3,3,0,Zalgiris,Local,Eurolliga
1067,Jokubaitis,Laprovittola,Martinez,Smits,Oriola,19,4,1,0,3,0,Zalgiris,Local,Eurolliga
1068,Jokubaitis,Laprovittola,Martinez,Smits,Oriola,19,4,1,0,3,0,Zalgiris,Local,Eurolliga
1069,Jokubaitis,Laprovittola,Kuric,Mirotic,Oriola,17,3,0,0,3,0,Zalgiris,Local,Eurolliga
1070,Jokubaitis,Kuric,Martinez,Smits,Oriola,15,4,0,0,4,0,Zalgiris,Local,Eurolliga
1071,Jokubaitis,Kuric,Hayes-Davis,Smits,Oriola,13,2,0,0,4,0,Zalgiris,Local,Eurolliga
1072,Jokubaitis,Kuric,Hayes-Davis,Smits,Oriola,13,4,1,3,4,0,Zalgiris,Local,Eurolliga
1073,Jokubaitis,Kuric,Hayes-Davis,Smits,Oriola,16,5,1,2,4,0,Zalgiris,Local,Eurolliga
1074,Jokubaitis,Kuric,Hayes-Davis,Smits,Oriola,18,2,1,0,4,0,Zalgiris,Local,Eurolliga
1075,Jokubaitis,Kuric,Hayes-Davis,Smits,Oriola,18,3,1,3,4,0,Zalgiris,Local,Eurolliga
1076,Jokubaitis,Kuric,Hayes-Davis,Smits,Oriola,21,3,0,0,4,0,Zalgiris,Local,Eurolliga
1077,Jokubaitis,Kuric,Hayes-Davis,Smits,Oriola,21,4,0,0,4,0,Zalgiris,Local,Eurolliga
1078,Jokubaitis,Kuric,Hayes-Davis,Smits,Oriola,21,2,1,2,4,0,Zalgiris,Local,Eurolliga
1079,Jokubaitis,Kuric,Hayes-Davis,Smits,Oriola,23,2,1,3,4,0,Zalgiris,Local,Eurolliga
1080,Jokubaitis,Kuric,Hayes-Davis,Smits,Oriola,24,1,0,0,4,0,Zalgiris,Local,Eurolliga
1081,Jokubaitis,Kuric,Hayes-Davis,Smits,Oriola,24,1,1,2,4,0,Zalgiris,Local,Eurolliga
1082,Laprovittola,Caicedo,Martinez,Smits,Oriola,23,1,1,3,4,0,Zalgiris,Local,Eurolliga
1083,Laprovittola,Caicedo,Martinez,Smits,Oriola,24,1,1,0,4,0,Zalgiris,Local,Eurolliga
1084,Villar,Caicedo,Martinez,Smits,Nnaji,24,2,1,0,4,0,Zalgiris,Local,Eurolliga
1085,Villar,Caicedo,Martinez,Smits,Nnaji,24,2,0,0,4,0,Zalgiris,Local,Eurolliga
1086,Villar,Caicedo,Martinez,Smits,Nnaji,24,4,0,0,4,0,Zalgiris,Local,Eurolliga
1087,Villar,Caicedo,Martinez,Smits,Nnaji,24,2,1,3,4,0,Zalgiris,Local,Eurolliga
1088,Villar,Caicedo,Martinez,Smits,Nnaji,26,2,0,0,4,0,Zalgiris,Local,Eurolliga
1089,Villar,Caicedo,Martinez,Smits,Nnaji,26,1,0,0,4,0,Zalgiris,Local,Eurolliga
1090,Villar,Caicedo,Martinez,Smits,Nnaji,26,4,0,0,4,0,Zalgiris,Local,Eurolliga
1091,Villar,Caicedo,Martinez,Smits,Nnaji,23,2,1,0,4,0,Zalgiris,Local,Eurolliga
1092,Villar,Caicedo,Martinez,Smits,Nnaji,23,1,1,0,4,0,Zalgiris,Local,Eurolliga
1093,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,0,2,1,0,1,0,Efes,Visitant,Eurolliga
1094,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,0,4,1,2,1,0,Efes,Visitant,Eurolliga
1095,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,0,3,1,0,1,0,Efes,Visitant,Eurolliga
1096,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,0,4,1,0,1,0,Efes,Visitant,Eurolliga
1097,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,-2,4,1,2,1,0,Efes,Visitant,Eurolliga
1098,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,-1,2,1,2,1,0,Efes,Visitant,Eurolliga
1099,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,1,4,1,0,1,0,Efes,Visitant,Eurolliga
1100,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,1,4,1,3,1,0,Efes,Visitant,Eurolliga
1101,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,4,5,1,3,1,0,Efes,Visitant,Eurolliga
1102,Laprovittola,Kuric,Martinez,Mirotic,Sanli,4,2,0,0,1,0,Efes,Visitant,Eurolliga
1103,Laprovittola,Kuric,Martinez,Mirotic,Davies,2,3,1,0,1,0,Efes,Visitant,Eurolliga
1104,Laprovittola,Kuric,Martinez,Mirotic,Davies,2,4,0,0,1,0,Efes,Visitant,Eurolliga
1105,Jokubaitis,Kuric,Martinez,Mirotic,Davies,2,1,1,2,1,0,Efes,Visitant,Eurolliga
1106,Jokubaitis,Kuric,Martinez,Mirotic,Davies,1,4,1,2,1,0,Efes,Visitant,Eurolliga
1107,Jokubaitis,Kuric,Martinez,Smits,Davies,1,2,0,0,1,0,Efes,Visitant,Eurolliga
1108,Jokubaitis,Kuric,Martinez,Smits,Davies,1,3,0,0,1,0,Efes,Visitant,Eurolliga
1109,Jokubaitis,Kuric,Martinez,Smits,Davies,-1,2,1,0,1,0,Efes,Visitant,Eurolliga
1110,Jokubaitis,Caicedo,Martinez,Smits,Davies,-1,2,0,0,1,0,Efes,Visitant,Eurolliga
1111,Jokubaitis,Caicedo,Martinez,Smits,Davies,-1,2,0,0,1,0,Efes,Visitant,Eurolliga
1112,Jokubaitis,Caicedo,Martinez,Smits,Davies,-1,2,0,0,1,0,Efes,Visitant,Eurolliga
1113,Jokubaitis,Caicedo,Martinez,Smits,Davies,-4,2,0,0,1,0,Efes,Visitant,Eurolliga
1114,Jokubaitis,Caicedo,Martinez,Smits,Davies,-4,5,1,2,1,0,Efes,Visitant,Eurolliga
1115,Jokubaitis,Caicedo,Martinez,Smits,Davies,-4,4,1,1,1,0,Efes,Visitant,Eurolliga
1116,Jokubaitis,Laprovittola,Kuric,Mirotic,Davies,-3,4,1,0,1,0,Efes,Visitant,Eurolliga
1117,Jokubaitis,Laprovittola,Kuric,Mirotic,Davies,-6,2,1,1,1,0,Efes,Visitant,Eurolliga
1118,Jokubaitis,Laprovittola,Martinez,Smits,Davies,-7,2,0,0,2,0,Efes,Visitant,Eurolliga
1119,Jokubaitis,Laprovittola,Martinez,Smits,Davies,-7,5,1,0,2,0,Efes,Visitant,Eurolliga
1120,Jokubaitis,Laprovittola,Martinez,Smits,Davies,-7,2,0,0,2,0,Efes,Visitant,Eurolliga
1121,Jokubaitis,Laprovittola,Martinez,Smits,Davies,-9,2,1,0,2,0,Efes,Visitant,Eurolliga
1122,Jokubaitis,Laprovittola,Martinez,Smits,Davies,-9,2,0,0,2,0,Efes,Visitant,Eurolliga
1123,Jokubaitis,Laprovittola,Martinez,Smits,Davies,-9,5,0,0,2,0,Efes,Visitant,Eurolliga
1124,Laprovittola,Kuric,Martinez,Mirotic,Sanli,-11,2,1,1,2,0,Efes,Visitant,Eurolliga
1125,Laprovittola,Kuric,Martinez,Mirotic,Sanli,-10,2,1,2,2,0,Efes,Visitant,Eurolliga
1126,Laprovittola,Kuric,Hayes-Davis,Mirotic,Sanli,-10,4,0,0,2,0,Efes,Visitant,Eurolliga
1127,Laprovittola,Kuric,Martinez,Mirotic,Sanli,-10,2,0,0,2,0,Efes,Visitant,Eurolliga
1128,Laprovittola,Kuric,Martinez,Mirotic,Sanli,-10,1,1,3,2,0,Efes,Visitant,Eurolliga
1129,Laprovittola,Kuric,Martinez,Mirotic,Sanli,-7,5,1,2,2,0,Efes,Visitant,Eurolliga
1130,Laprovittola,Kuric,Martinez,Mirotic,Sanli,-5,2,1,2,2,0,Efes,Visitant,Eurolliga
1131,Laprovittola,Kuric,Martinez,Mirotic,Davies,-5,1,1,0,2,0,Efes,Visitant,Eurolliga
1132,Laprovittola,Kuric,Martinez,Mirotic,Davies,-5,1,0,0,2,0,Efes,Visitant,Eurolliga
1133,Laprovittola,Kuric,Martinez,Mirotic,Davies,-5,4,1,0,2,0,Efes,Visitant,Eurolliga
1134,Laprovittola,Kuric,Martinez,Mirotic,Davies,-5,5,1,3,2,0,Efes,Visitant,Eurolliga
1135,Laprovittola,Kuric,Martinez,Mirotic,Davies,-4,3,1,0,2,0,Efes,Visitant,Eurolliga
1136,Laprovittola,Kuric,Hayes-Davis,Mirotic,Davies,-4,2,1,2,2,0,Efes,Visitant,Eurolliga
1137,Laprovittola,Kuric,Hayes-Davis,Mirotic,Davies,-4,2,0,0,2,0,Efes,Visitant,Eurolliga
1138,Laprovittola,Kuric,Hayes-Davis,Oriola,Davies,-6,4,0,0,2,0,Efes,Visitant,Eurolliga
1139,Laprovittola,Kuric,Hayes-Davis,Oriola,Davies,-9,2,0,0,2,0,Efes,Visitant,Eurolliga
1140,Laprovittola,Kuric,Hayes-Davis,Oriola,Davies,-9,1,1,2,2,0,Efes,Visitant,Eurolliga
1141,Laprovittola,Hayes-Davis,Mirotic,Smits,Davies,-12,3,1,3,3,0,Efes,Visitant,Eurolliga
1142,Laprovittola,Hayes-Davis,Mirotic,Smits,Davies,-12,4,1,0,3,0,Efes,Visitant,Eurolliga
1143,Laprovittola,Hayes-Davis,Mirotic,Smits,Davies,-12,4,1,0,3,0,Efes,Visitant,Eurolliga
1144,Laprovittola,Hayes-Davis,Mirotic,Smits,Davies,-12,5,1,2,3,0,Efes,Visitant,Eurolliga
1145,Laprovittola,Hayes-Davis,Mirotic,Smits,Davies,-10,5,1,3,3,0,Efes,Visitant,Eurolliga
1146,Laprovittola,Hayes-Davis,Mirotic,Smits,Davies,-7,4,0,0,3,0,Efes,Visitant,Eurolliga
1147,Laprovittola,Hayes-Davis,Mirotic,Smits,Davies,-7,3,1,0,3,0,Efes,Visitant,Eurolliga
1148,Laprovittola,Hayes-Davis,Mirotic,Smits,Davies,-9,4,0,0,3,0,Efes,Visitant,Eurolliga
1149,Laprovittola,Hayes-Davis,Mirotic,Smits,Davies,-9,2,1,0,3,0,Efes,Visitant,Eurolliga
1150,Laprovittola,Hayes-Davis,Mirotic,Smits,Oriola,-9,4,0,0,3,0,Efes,Visitant,Eurolliga
1151,Laprovittola,Hayes-Davis,Mirotic,Oriola,Davies,-12,4,1,2,3,0,Efes,Visitant,Eurolliga
1152,Laprovittola,Hayes-Davis,Mirotic,Oriola,Davies,-10,4,0,0,3,0,Efes,Visitant,Eurolliga
1153,Jokubaitis,Kuric,Mirotic,Oriola,Davies,-10,2,0,0,3,0,Efes,Visitant,Eurolliga
1154,Jokubaitis,Kuric,Mirotic,Oriola,Davies,-10,1,1,0,3,0,Efes,Visitant,Eurolliga
1155,Jokubaitis,Kuric,Mirotic,Oriola,Davies,-10,1,1,0,3,0,Efes,Visitant,Eurolliga
1156,Jokubaitis,Kuric,Mirotic,Oriola,Davies,-10,3,1,3,3,0,Efes,Visitant,Eurolliga
1157,Jokubaitis,Kuric,Mirotic,Oriola,Davies,-9,3,0,0,3,0,Efes,Visitant,Eurolliga
1158,Jokubaitis,Kuric,Mirotic,Oriola,Davies,-9,5,1,0,3,0,Efes,Visitant,Eurolliga
1159,Jokubaitis,Kuric,Mirotic,Oriola,Sanli,-9,2,0,0,3,0,Efes,Visitant,Eurolliga
1160,Jokubaitis,Kuric,Mirotic,Oriola,Sanli,-9,1,0,0,3,0,Efes,Visitant,Eurolliga
1161,Jokubaitis,Kuric,Mirotic,Oriola,Sanli,-9,4,1,3,3,0,Efes,Visitant,Eurolliga
1162,Jokubaitis,Kuric,Mirotic,Oriola,Sanli,-9,4,0,0,3,0,Efes,Visitant,Eurolliga
1163,Jokubaitis,Kuric,Mirotic,Oriola,Sanli,-11,4,1,2,3,0,Efes,Visitant,Eurolliga
1164,Jokubaitis,Kuric,Mirotic,Oriola,Sanli,-9,1,1,0,3,0,Efes,Visitant,Eurolliga
1165,Jokubaitis,Kuric,Mirotic,Oriola,Sanli,-9,4,1,2,3,0,Efes,Visitant,Eurolliga
1166,Jokubaitis,Kuric,Mirotic,Oriola,Sanli,-7,4,1,3,3,0,Efes,Visitant,Eurolliga
1167,Laprovittola,Kuric,Martinez,Oriola,Sanli,-4,5,1,2,3,0,Efes,Visitant,Eurolliga
1168,Laprovittola,Kuric,Martinez,Oriola,Sanli,-4,2,0,0,3,0,Efes,Visitant,Eurolliga
1169,Laprovittola,Kuric,Martinez,Oriola,Sanli,-6,2,0,0,3,0,Efes,Visitant,Eurolliga
1170,Laprovittola,Kuric,Martinez,Oriola,Sanli,-6,3,1,0,4,0,Efes,Visitant,Eurolliga
1171,Laprovittola,Kuric,Martinez,Oriola,Sanli,-6,2,1,2,4,0,Efes,Visitant,Eurolliga
1172,Laprovittola,Kuric,Martinez,Oriola,Sanli,-4,4,1,0,4,0,Efes,Visitant,Eurolliga
1173,Laprovittola,Kuric,Martinez,Oriola,Sanli,-4,3,1,0,4,0,Efes,Visitant,Eurolliga
1174,Laprovittola,Kuric,Martinez,Oriola,Sanli,-4,2,1,2,4,0,Efes,Visitant,Eurolliga
1175,Laprovittola,Kuric,Martinez,Oriola,Sanli,-2,1,0,0,4,0,Efes,Visitant,Eurolliga
1176,Laprovittola,Kuric,Martinez,Oriola,Sanli,-2,2,0,0,4,0,Efes,Visitant,Eurolliga
1177,Jokubaitis,Kuric,Martinez,Oriola,Sanli,-2,3,0,0,4,0,Efes,Visitant,Eurolliga
1178,Jokubaitis,Kuric,Martinez,Oriola,Sanli,-2,2,0,0,4,0,Efes,Visitant,Eurolliga
1179,Jokubaitis,Kuric,Martinez,Oriola,Sanli,-2,5,1,3,4,0,Efes,Visitant,Eurolliga
1180,Jokubaitis,Kuric,Martinez,Oriola,Sanli,1,4,1,0,4,0,Efes,Visitant,Eurolliga
1181,Jokubaitis,Laprovittola,Martinez,Oriola,Sanli,1,2,1,3,4,0,Efes,Visitant,Eurolliga
1182,Jokubaitis,Laprovittola,Martinez,Mirotic,Davies,2,4,1,0,4,0,Efes,Visitant,Eurolliga
1183,Jokubaitis,Laprovittola,Martinez,Mirotic,Davies,2,4,0,0,4,0,Efes,Visitant,Eurolliga
1184,Jokubaitis,Kuric,Martinez,Mirotic,Davies,2,4,1,3,4,0,Efes,Visitant,Eurolliga
1185,Jokubaitis,Kuric,Martinez,Mirotic,Davies,5,1,0,0,4,1,Efes,Visitant,Eurolliga
1186,Jokubaitis,Kuric,Martinez,Mirotic,Davies,5,4,1,0,4,1,Efes,Visitant,Eurolliga
1187,Jokubaitis,Kuric,Martinez,Mirotic,Davies,5,4,0,0,4,1,Efes,Visitant,Eurolliga
1188,Jokubaitis,Kuric,Martinez,Mirotic,Davies,5,3,1,0,4,1,Efes,Visitant,Eurolliga
1189,Jokubaitis,Kuric,Martinez,Mirotic,Davies,2,4,0,0,4,1,Efes,Visitant,Eurolliga
1190,Jokubaitis,Laprovittola,Kuric,Mirotic,Sanli,0,2,1,0,4,1,Efes,Visitant,Eurolliga
1191,Jokubaitis,Laprovittola,Kuric,Mirotic,Sanli,0,4,1,3,4,1,Efes,Visitant,Eurolliga
1192,Jokubaitis,Laprovittola,Kuric,Mirotic,Sanli,3,4,0,0,4,1,Efes,Visitant,Eurolliga
1193,Jokubaitis,Laprovittola,Kuric,Mirotic,Sanli,3,2,1,2,4,1,Efes,Visitant,Eurolliga
1194,Jokubaitis,Martinez,Hayes-Davis,Oriola,Davies,5,4,1,0,4,1,Efes,Visitant,Eurolliga
1195,Jokubaitis,Laprovittola,Kuric,Mirotic,Sanli,2,4,0,0,4,1,Efes,Visitant,Eurolliga
1196,Jokubaitis,Laprovittola,Kuric,Mirotic,Sanli,0,1,1,0,4,1,Efes,Visitant,Eurolliga
1197,Laprovittola,Kuric,Martinez,Mirotic,Sanli,0,4,1,2,5,1,Efes,Visitant,Eurolliga
1198,Laprovittola,Kuric,Martinez,Mirotic,Sanli,2,4,0,0,5,1,Efes,Visitant,Eurolliga
1199,Laprovittola,Kuric,Martinez,Mirotic,Sanli,2,4,0,0,5,1,Efes,Visitant,Eurolliga
1200,Laprovittola,Kuric,Martinez,Hayes-Davis,Sanli,1,2,1,2,5,1,Efes,Visitant,Eurolliga
1201,Laprovittola,Kuric,Martinez,Hayes-Davis,Davies,3,3,1,3,5,1,Efes,Visitant,Eurolliga
1202,Laprovittola,Kuric,Martinez,Hayes-Davis,Davies,3,3,1,2,5,1,Efes,Visitant,Eurolliga
1203,Laprovittola,Kuric,Martinez,Hayes-Davis,Davies,5,1,0,0,5,1,Efes,Visitant,Eurolliga
1204,Laprovittola,Martinez,Hayes-Davis,Oriola,Davies,2,4,0,0,5,1,Efes,Visitant,Eurolliga
1205,Laprovittola,Martinez,Hayes-Davis,Oriola,Davies,2,1,0,0,5,1,Efes,Visitant,Eurolliga
1206,Jokubaitis,Laprovittola,Kuric,Hayes-Davis,Davies,1,2,1,3,5,1,Efes,Visitant,Eurolliga
1207,Jokubaitis,Martinez,Hayes-Davis,Oriola,Davies,3,1,0,0,5,1,Efes,Visitant,Eurolliga
1208,Jokubaitis,Laprovittola,Kuric,Hayes-Davis,Davies,4,4,0,0,5,1,Efes,Visitant,Eurolliga
1209,Jokubaitis,Laprovittola,Kuric,Sanli,Davies,1,4,1,1,5,1,Efes,Visitant,Eurolliga
